bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,zipcode_encoded,has_renovated,price_log,house_age_1,lat,long
0.1688771357362995,-0.020709859257524957,-0.14231987522246484,0.9586383248054856,-0.09277272140854269,-0.3050491810868715,0.9095114943680884,0.2847949603072136,0.33238064736432266,-0.6620155244042633,0.5752086005571764,-0.18196754966276368,-1.5341682927570193,-0.21385370629614514,-0.4595146661409794,-0.4405014245149359,47.4388,-122.162
1.1359770476901654,0.866202184043402,-0.19131121758142633,-0.9076270706626889,-0.09277272140854269,-0.3050491810868715,2.445848478097968,0.2847949603072136,0.04455646296379849,1.726771633603121,0.5462165433200309,-0.23320451737751022,-1.483259007109263,-0.21385370629614514,1.1646780177180305,-0.12757286198196138,47.6784,-122.285
0.49124377305425476,1.7958569764190724,-0.09702043707270845,0.9586383248054856,-0.09277272140854269,2.2713797132279216,-0.6268254893617908,2.824583548064767,2.3711352868680358,-0.6620155244042633,2.4886843782087764,-0.11019240434605805,-1.4323497214615066,-0.21385370629614514,1.5078798421650828,-0.8229696676107936,47.5646,-122.129
1.780710322326076,2.6400262706452557,-0.012876730709535994,0.9586383248054856,-0.09277272140854269,2.2713797132279216,-0.6268254893617908,3.6711797439839513,3.3185565605197613,-0.6620155244042633,2.9815493512402496,0.054004540179463476,-1.3814404358137504,-0.21385370629614514,2.1883300507728856,-0.5795807856407024,47.6995,-122.228
0.49124377305425476,0.4922031296393967,-0.22197893720881137,0.9586383248054856,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,1.1313911562263979,0.9080290161653711,-0.6620155244042633,0.37226419989715814,-0.31394703601338103,-1.330531150165994,-0.21385370629614514,0.7956205517714922,-1.066358549580885,47.6647,-122.083
-0.1534895015816558,-0.4053946009302161,-0.15602295526276613,0.025505627071398383,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,-0.5618012356119707,-0.09935562923646363,-0.6620155244042633,-0.410521345505769,-0.20004693135462906,-1.2796218645182378,-0.21385370629614514,-1.491140196444014,0.11581601998812992,47.3947,-122.174
0.49124377305425476,0.6418027514009987,-0.16173068446963543,0.9586383248054856,-0.09277272140854269,-0.3050491810868715,0.9095114943680884,1.1313911562263979,1.075926457065677,-0.6620155244042633,0.6186966864128945,-0.16797410823325987,-1.2287125788704814,-0.21385370629614514,0.9939509729130384,-0.47527126479637755,47.6596,-122.144
0.49124377305425476,-0.30922341551204335,-0.24408506302589247,-0.9076270706626889,-0.09277272140854269,-0.3050491810868715,2.445848478097968,-0.5618012356119707,-0.53109190583725,0.3426145887764124,-0.10610474451574177,-0.30129146882907526,-1.1778032932227251,-0.21385370629614514,0.7117039522095283,0.11581601998812992,47.6599,-122.396
0.49124377305425476,-0.5229371608857607,-0.2846280601699244,0.9586383248054856,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,0.2847949603072136,-0.23127504708670388,-0.6620155244042633,-0.7946661038979462,-0.41381754047924546,-1.1268940075749687,-0.21385370629614514,-0.3615426924619217,-1.1011283898623265,47.5344,-122.068
-1.442956050853477,-1.2602495824250857,-0.26220483828579505,-0.9076270706626889,-0.09277272140854269,-0.3050491810868715,0.9095114943680884,-0.5618012356119707,-1.0587695772382109,-0.6620155244042633,-0.39602531688719633,-0.3302184795360599,-1.0759847219272125,-0.21385370629614514,0.4917188046871043,2.236776277156068,47.6341,-122.361
-1.442956050853477,-0.27716635370598575,-0.24408506302589247,0.025505627071398383,-0.09277272140854269,-0.3050491810868715,0.9095114943680884,0.2847949603072136,-0.08736295488644179,-0.41643927451565366,-0.4974975172172054,-0.30129146882907526,-1.025075436279456,-0.21385370629614514,0.59169260474281,1.5066096312457944,47.6052,-122.3
-0.4758561388996111,-0.1703094810191271,-0.017837019186934314,-0.9076270706626889,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,-0.5618012356119707,-0.7949307415377305,1.1239935656947158,-0.3815292882686236,0.05950067221379056,-0.9741661506316999,4.676093846207173,-0.3590964340362548,-0.8577395078922352,47.7733,-122.317
-1.442956050853477,-0.7259652189907922,-0.1851957934312092,-0.9076270706626889,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,-0.5618012356119707,-0.4591358597371189,-0.6620155244042633,-0.6569538320215054,-0.24343744741510603,-0.9232568649839435,-0.21385370629614514,-1.843283085295254,0.18535570055101314,47.4908,-122.223
0.1688771357362995,-0.1382524192130695,-0.2987841345917233,0.9586383248054856,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,-0.5618012356119707,-0.05138493183637625,-0.19318813825328124,-0.3380412024129054,-0.3886148824007851,-0.8723475793361872,-0.21385370629614514,-0.4595146661409794,-1.0315887092994434,47.5419,-122.289
-1.442956050853477,-1.0144787752453106,-0.27035873715275116,0.025505627071398383,-0.09277272140854269,-0.3050491810868715,0.9095114943680884,-1.4083974315311552,-0.7829380671877086,-0.6620155244042633,-1.2367949767644144,-0.29044383981395605,-0.8214382936884309,-0.21385370629614514,-2.0119680479547224,2.2020064368746266,47.7093,-121.364
2.1030769596440315,2.1805417180917637,-0.06469928795285729,0.9586383248054856,-0.09277272140854269,-0.3050491810868715,-0.6268254893617908,2.824583548064767,2.8028715634688224,-0.6620155244042633,2.459692320971631,-0.054435591208345166,-0.7705290080406746,-0.21385370629614514,1.565034857376409,-0.9620490287365601,47.5194,-122.151
